Antibody,A_sasa,D_sasa,E_sasa,F_sasa,G_sasa,H_sasa,I_sasa,K_sasa,L_sasa,M_sasa,N_sasa,P_sasa,Q_sasa,R_sasa,S_sasa,T_sasa,V_sasa,W_sasa,Y_sasa
ADI-15825,1.65396553,2.04509332,2.95066089,1.04905585,8.28063367,0.34834019,1.60835393,3.32160295,1.58606831,0,1.70883784,3.46298291,4.08782556,4.34767242,11.73009301,4.73049493,2.50507946,0,1.91329607
ADI-15826,1.23329953,2.93009454,1.82342346,0.48735378,7.01219642,0,1.18256508,4.83755811,0.87632229,0,1.75088802,3.09863777,6.20472904,3.3103525,12.17329165,7.74495808,2.08574353,0.20133982,2.96513325
ADI-15827,1.19918397,2.52136827,4.45993681,0.23312868,9.10725365,0,1.08632615,3.50040384,2.54836887,0.3156131,1.56792728,3.4771152,3.92922609,4.4395088,10.91152775,5.11850297,2.73486496,0.51082592,0.64908263
ADI-15828,1.54813919,3.17024264,2.56618557,0.53291705,8.61539292,0.46271889,0.98053165,3.61037987,1.78617579,0,1.34355635,3.8541074,3.51836664,3.41069141,13.89808724,4.99922858,3.30743525,0.76609641,1.3560885
ADI-15830,2.7918435,2.80161838,4.01338183,1.41494889,8.54649377,0.33708675,1.28220626,4.69514254,2.01357386,0.48164272,1.48224741,4.21033878,2.98976209,3.01154807,9.86931333,5.79771171,1.56042826,0,1.71658683
ADI-15831,2.6686335,2.87635699,3.87148198,0.81778452,9.42609273,0.10182134,0.55138258,4.23858473,1.48466767,0,1.26172274,3.62077228,2.42503059,3.36479321,10.78900759,5.45401108,1.64840549,0.6749173,2.22152467
ADI-15832,2.10174546,2.97765012,2.15151435,1.53129628,8.14519453,0,0.79524796,3.98283232,0.92563063,0,2.53565153,3.13404983,4.54164545,3.49008205,11.42322414,5.23037197,2.41933913,0.44945324,1.20221825
ADI-15833,2.98573005,2.16680975,2.57715231,0.92971848,7.34048484,0,1.10112971,3.13193421,1.94749962,0,1.83714191,3.30604816,4.26252221,4.59700546,10.73404424,5.61821597,1.73951103,0.2659927,1.01453403
ADI-15834,1.49430804,3.64577304,2.171647,0.16721809,7.86286511,0.64471863,1.68815178,2.63937629,1.87867259,0,2.21947204,3.54487668,4.50198659,4.07935284,10.18606169,6.58564379,1.49080836,0.17636681,3.14818543
ADI-15835,2.56755905,2.00562992,2.31677845,0,8.21639884,0.16394445,0.4740862,5.04323821,2.69343224,0,1.68409708,4.29164082,7.32966823,2.41884642,10.79005914,5.13945435,2.08640094,0.35742661,1.35762901
ADI-15837,1.12981907,2.95260052,2.52962592,0.54525351,8.25179616,0.43022453,0.57679672,4.57312451,1.89932446,0,0.90781427,3.18672142,3.98091015,3.22554278,13.3836042,5.52992421,2.32375349,0.7050248,2.17864884
ADI-15838,2.13841349,2.0919782,2.52349568,0.99172436,7.60021062,0.72469757,1.79326275,5.08685036,1.71429037,0,1.23015194,3.20838995,3.52155596,2.02134294,14.21837299,3.66192631,2.42182788,0.10331935,1.46053693
ADI-15839,2.43646138,1.52437534,2.5776346,0,8.32302405,0.94111248,0.49846325,4.17851169,2.52353307,0,1.69407584,5.10362927,3.85789141,2.30526299,12.0599909,4.48202013,2.34688176,0,1.80982707
ADI-15841,2.31463622,2.79451421,3.09501118,0.11879947,7.16226545,0.64848007,1.01324965,3.98531101,1.16789437,0.80106404,3.03177372,2.47054275,5.1962193,3.08431478,11.03834673,4.43009509,3.14101068,0,2.01141228
ADI-15842,2.3899955,1.92375032,1.80329276,1.12884431,8.55139205,0,0.62899453,4.93451032,0.71290348,0,0.9718502,3.31575295,5.66076935,3.28020295,13.11549704,6.45605644,2.18439675,0.50425267,0.90136016
ADI-15843,2.13173498,1.7933152,2.68444437,0,6.97230663,0.6363672,0.20117348,3.84549221,2.45423626,0,1.83704075,4.26905933,5.06289646,2.90499047,14.07297127,4.11179128,1.64494158,0.56459616,1.52390161
ADI-15844,3.04011844,1.73488188,3.57471094,0.42560086,6.71843047,0,0.47443253,3.44637354,0.73482124,0,1.39366777,4.59958453,3.35472388,3.74732006,14.7093682,6.18023297,1.47377641,0.81354683,2.57496111
ADI-15845,1.86340915,4.33334137,2.0947284,0,7.01623903,0,0.7078797,4.7229439,1.41863018,0,1.72399972,3.01763114,6.33428103,2.31681629,12.42405904,4.67752149,2.164112,0.6085161,3.11588724
ADI-15847,0.94391226,1.84064697,2.51600423,0.42826506,7.85191881,0,0.57206917,5.44916447,1.35233062,0,1.99821787,3.63479476,2.9732352,2.16933591,13.9823671,5.083758,3.52495367,0.44797985,2.35750213
ADI-15848,3.40630321,2.12237752,2.80343959,0.23007705,8.34426291,0,1.0355632,3.66752355,1.02797135,0,0.82020771,4.77678197,5.04399905,3.69691585,9.56524318,7.70954625,2.96541339,0.81203201,1.3706602
ADI-15849,2.59460032,2.64958611,3.6052289,1.35365753,7.66676832,0,1.78313934,2.68372974,2.06216269,0,1.90520885,3.56223936,3.15813909,5.2296129,9.65442772,5.70666573,2.41763768,0,1.51644438
ADI-15850,1.65990104,2.38393488,3.17315836,0.58951483,8.37931857,0.42416035,0.53557381,3.70301777,2.12237244,0,3.39979318,3.36448388,2.87687033,3.57678896,13.06872198,4.61467161,3.40244335,0.14767798,1.56081065
ADI-15851,1.30308936,1.4808773,2.92990506,0.2370605,8.67162398,0.35728474,0.67122584,3.94981374,1.16518664,0,0.23235666,4.18425006,3.050109,3.17908465,13.7370839,7.92406596,1.97472595,0,1.67773991
ADI-15852,1.52062959,2.81094788,2.92774063,0.57503128,7.36123921,0,0.53745041,4.36820067,1.83743957,0,2.91283849,3.22972968,4.11336779,3.58904178,10.88024849,5.04560572,1.42025561,1.23135826,0.61625896
ADI-15853,3.08925987,2.39625033,3.0615365,0.42970322,7.62283433,0,0.57399961,3.44408875,2.55679052,0,1.45778369,4.05304889,2.80978027,2.27201381,16.61416138,7.25881661,1.17654912,0.74376651,1.70939668
ADI-15854,2.73869626,3.22225222,3.33995919,0.12132252,8.76068554,0.44049381,0.2006056,4.44972021,3.00167493,0,2.58042556,2.51257282,2.78874954,3.43040575,12.9769868,3.93713643,1.59023998,0.1569434,2.36719393
ADI-15855,1.50125221,2.58571051,2.52775644,0.64481821,8.38944113,0,0.31047129,4.48198673,1.71504005,0.41024231,2.16578299,3.01218377,3.46186126,3.16062942,14.45161222,5.17859254,1.97187326,0.11964911,1.95059365
ADI-15857,1.26729907,2.03953592,2.99676527,0,8.50006254,0.17553434,0.60807126,3.87805327,1.74286164,0,1.0769992,4.33705923,3.6821019,2.96576419,13.8065289,6.30907394,0.84130028,0,2.61451934
ADI-15858,2.89970257,2.62854016,3.83457521,0.10166811,9.11249114,0,0.30238071,3.9071539,2.73738027,0.52648373,2.0346249,3.9966084,3.45500133,2.82186368,11.12096674,4.28549241,1.17123231,0,2.32281129
ADI-15859,3.25569713,1.63803052,3.09818274,0.60941081,6.23272141,0.144828,1.54518638,5.20100812,0.5248096,0.76114569,0.66288711,3.10453941,5.25908635,2.27228217,12.68365737,4.04443701,1.37834649,1.00411866,1.1008804
ADI-15861,2.18674103,2.01147609,2.57876859,0,6.92995963,0.9167429,0.2076067,4.18621291,2.7253528,0,1.21248637,4.22400097,6.06257601,2.67498916,13.51734046,4.16301551,0.97270264,0.54504524,1.55037244
ADI-15862,1.63225465,1.97639775,1.97727149,0.36619438,7.8626136,0.35283112,1.30595501,3.91415243,2.31235833,0.60705734,1.04092473,4.63496241,5.03881909,3.02870708,13.89307025,5.43812669,0.55160782,0.44063694,1.31549144
ADI-15863,1.60283779,2.01832024,3.75690112,0.26515988,9.14658441,0.24976768,1.71172793,3.25550073,2.41319733,0,0.23154617,3.49265025,3.36716297,4.7403005,11.78229956,6.21086485,2.72186258,0,2.08764023
ADI-15865,3.15733124,0.28392168,3.41861001,0.16833509,6.45843835,0,0.56451405,3.44748166,2.08362536,0,1.28888123,3.85336699,3.45300661,2.45838666,14.06343006,6.11513431,2.49539438,0.32152821,2.16853469
ADI-15867,1.41852967,2.77158601,1.82875822,0.49969374,7.05855339,0,0.19676912,4.61970432,0.90392264,0,1.54880359,4.01297255,3.89743987,2.78190798,15.4712253,6.30106964,1.2419316,0.86056831,2.25862822
ADI-15868,1.36916288,3.24008975,3.0081714,0.12303921,6.96791974,0,0.64037094,5.40771376,1.07478706,0,1.63044329,3.19759607,2.80065613,3.04855579,13.63022204,4.06955284,2.82488429,0,2.85378148
ADI-15871,1.40229957,3.23139983,1.49104981,0.76094694,7.67719554,0,1.72492282,4.30522158,0.7925415,0,0.96907241,3.12770758,5.91128154,2.647463,11.78325856,5.30415001,1.89066398,0.99855068,3.31215126
ADI-15875,1.99701842,2.23470433,3.09953767,0.14770501,7.41672869,0.18470304,0.76748812,3.81177103,2.25182461,0.3831357,0,4.09427613,4.78818942,3.26632697,14.7695256,4.33786241,1.36155145,0,2.32350938
ADI-15876,2.18547257,2.97356292,2.50362976,0.77373878,7.80191818,0.14706554,0.62403393,4.65095382,1.73019483,0,1.06276276,3.50624679,4.84902723,2.90777395,11.92881957,4.14596249,1.3570211,0.47155974,2.07514825
ADI-15878,2.35529405,2.99767557,2.19816269,0.25356149,8.54557238,0,0.57827015,3.91592695,2.15890796,0,0.84996428,3.22721321,4.02319839,2.52943365,13.98712798,4.51900653,3.09408821,0.8713789,1.68216235
ADI-15879,2.52219152,2.67789946,2.45100879,0.46330418,7.99863452,0,0.5161684,3.13417911,1.4317945,0,1.97842457,3.3996206,4.68205421,3.86810389,10.98986198,4.92498522,1.63539962,0.4987569,2.35966005
ADI-15880,2.69186447,2.60999393,4.60493159,0.84895775,8.53588122,0.12732111,0,4.40113331,3.23607998,0,1.00586761,3.19333847,3.19152757,3.91264412,11.76822743,4.51108837,1.72409376,0.42533684,1.17454929
ADI-15881,1.21446919,2.76287716,1.99246958,0.39682507,8.46884347,0.31764034,0.22742067,4.23126212,1.80137947,0,0.22211102,4.06426511,3.25281369,3.57156334,14.98777981,5.77348915,0.71861593,0,2.65615322
ADI-15882,2.92269664,3.24168968,4.40945147,0.88139062,9.01408388,0.5153896,0.78164496,1.28442257,1.9016246,0,4.26116342,3.05195355,4.04147706,2.92486102,10.05998969,4.45571837,1.88166917,0,2.82220116
ADI-15883,2.92897908,2.19374435,2.48738286,1.03430399,7.0786463,0,0.77525125,3.25872773,0.77134156,0.27064783,2.93338816,3.00662257,4.89184528,4.41479478,12.09610748,5.0306033,2.01686042,1.17502461,2.82815241
ADI-15884,1.40663726,2.5118821,2.41135507,0,8.46544798,0.18623528,0.30300965,3.78787447,2.03543011,0,1.11841637,4.95203481,4.27126121,1.72970132,14.72999623,6.76522524,2.17881997,0.32646252,1.71884437
ADI-15886,1.91591278,2.39496634,3.7431871,1.08045742,10.02768074,0.22836075,0.55663115,3.48986762,2.0903135,0,1.37007485,4.03144053,4.39166604,2.75903983,12.34592414,4.20053148,1.95295697,0,1.77513067
ADI-15888,1.95930766,1.57330347,2.90607321,0.38451447,6.31314585,0,0.96753422,4.81810267,2.08397711,0,0.63858027,3.42287575,2.86175175,2.01614728,15.94165788,6.08697384,2.65349082,0.30089323,0.94058828
ADI-15889,1.78221976,2.83640175,2.76239696,0.1017899,8.27723743,0,2.08308977,3.06634987,1.44721057,0,0.7224426,4.33416806,5.05455488,4.66604691,10.82331067,6.71793051,3.21800338,0.2145517,1.16635199
ADI-15890,1.41311715,2.70239881,2.97724395,1.28896297,8.31650252,0,0.85726828,4.68757501,1.74113739,0,2.1187043,3.00840157,4.74178947,3.7570342,10.42034114,5.2043208,2.07323569,0,2.47514091
ADI-15892,2.57801095,3.0867783,3.83881877,0.48143265,9.37439167,0,1.55373205,3.15257773,1.61614422,0.29563181,0.87914681,3.62862442,3.87297691,4.52187242,11.47244326,4.67511453,1.72106716,0,1.49042775
ADI-15893,2.80325836,1.96322708,2.89928527,0.13632601,7.3342285,0.17594534,0.81810535,3.54104055,0.61158105,0.38061132,2.37704353,4.48362589,3.89464382,3.48356972,12.07050803,4.61612647,2.35881479,0.13872187,2.96861317
ADI-15894,1.38779959,1.54269165,2.28843015,1.27901764,6.22424144,0.3338858,1.21273473,4.92044638,1.1558714,0.79113507,0.78332795,3.52160506,3.37388521,1.74909824,15.76464738,6.19459966,1.61030209,0,2.32208673
ADI-15895,2.8133398,2.7793734,3.96130529,0.11287881,8.75839876,0,0.48755588,3.63946233,2.00839731,0,2.02958092,4.07939774,3.56509695,2.43395033,13.66076552,4.1541499,1.90214325,0,1.80868129
ADI-15896,2.13765798,3.60986251,3.98730931,0.92904828,7.92345676,0.38595131,0.79960319,3.74735946,1.77781549,0.1534192,1.8346599,4.75025762,4.40535572,4.049511,11.7562443,3.28847503,2.88860291,1.04798504,1.79430138
ADI-15897,1.70439071,3.21004731,3.28651818,0.26446545,7.64758049,0,1.26205395,4.29644706,1.67747178,0,1.30631002,3.57274638,3.51713042,3.29047073,12.86719758,4.40154568,2.13204887,0,2.55503429
ADI-15898,1.99232315,2.53275299,2.10491814,0.87579924,8.30157815,0.49187534,0.69539846,6.13429787,2.06209966,0,1.49907185,3.33225377,4.28691733,2.91220878,10.02340704,6.06648053,2.07702398,0,2.2762911
ADI-15899,2.59450897,2.3451136,3.59480901,0.91353406,7.28315969,0,0.63927316,3.39354165,0.80400252,0.30413002,2.05534762,3.01162401,4.07161796,4.2349334,11.98088319,4.66191235,1.87339954,0.71551327,1.16028739
ADI-15900,2.15319431,1.21968357,3.25313908,0.34733299,6.70729343,0,0.19216333,3.75277588,2.61126518,0,0.81349108,4.30721704,2.8389825,3.6344945,13.52718465,6.71940964,1.98984519,0.48302826,1.16240709
ADI-15901,2.67580953,0.91814345,2.94333377,0.31077383,6.13993327,0,0.95560687,4.24271022,1.2707621,0,1.21669515,5.6938113,4.41672011,2.48176496,14.30970762,6.07397901,1.00524596,0.8030439,2.46505955
ADI-15902,3.21981409,0.75242895,4.45297011,0.96870728,9.23408952,0.80643724,1.07972269,3.54875991,2.21072859,0,1.74298179,3.22130156,2.99228741,3.64574904,9.92979773,6.34466184,1.71543423,0,1.75293142
ADI-15903,1.75676429,2.87532091,2.47499309,0.11449605,8.26687083,0,2.20906009,3.52635187,3.5001759,0,1.76266382,3.90014199,3.48116029,3.52045077,11.95091786,4.13068173,1.38937339,0,2.0365789
ADI-15904,2.41312452,1.63244163,3.14712756,0.59644583,6.82253259,0,0.66198525,4.1830241,1.15965549,0.51302462,1.99295228,3.13072065,4.75143847,2.89843593,11.4964559,5.43849594,2.24986248,1.070891,0.93588728
ADI-15906,1.86446629,2.2093571,2.63259814,0.24904243,10.22386605,0.39288798,0.51013433,3.55370568,1.80793288,0,2.57351701,4.01744805,4.64824387,1.69767584,12.4639574,5.81821857,2.0835014,0.67891643,1.59570955
ADI-15907,1.50721064,3.47028796,2.98646789,0.29174179,7.61269189,0,1.18309742,4.54773998,2.13792187,0,2.80869147,3.78057976,3.55616638,3.58966031,12.30771995,4.48065735,3.07444506,0,2.01367579
ADI-15908,2.77681634,2.24867714,2.57538833,0,8.0210198,1.65705469,0.19307783,3.84638772,1.90174028,0,2.36316771,4.20181782,4.5523404,3.15551451,12.37867449,4.26016686,1.19012828,0.40221401,2.0072056
ADI-15909,0.97269117,1.80631215,4.31275035,0,6.07756511,0,0.28461845,3.26131919,1.48429107,0.35043804,1.80338324,5.02009245,4.83193093,2.93975449,15.62496582,5.05844267,1.72111265,0.52480213,2.04063307
ADI-15910,2.67996354,2.79544374,4.62471411,0.65645312,8.70793936,0,0,3.71949248,2.58374403,0,1.02164028,4.05685694,3.51693595,3.95986003,11.40683709,4.68614613,1.73334032,0.52602562,1.43076912
ADI-15911,2.42323147,3.30703506,3.17984775,0.24622949,8.08387973,0.42275551,1.08359531,4.61255645,2.12315563,0,1.27080935,2.94795406,3.52367632,3.83275828,13.43653437,2.78727665,1.04360994,0.11106619,2.72082788
ADI-15912,2.17115043,1.92961546,2.65912582,0,7.0125667,0.65151508,0.19321295,3.87436374,2.56048659,0,1.57515247,4.41737208,4.71702068,3.51041545,14.75891728,4.46537482,1.33014542,0.22352011,1.75741602
ADI-15913,2.89885106,2.01687396,2.33141438,0.65723061,10.51970052,0,0.84273407,3.21642589,1.68761515,0,1.00601633,3.7042333,5.47442053,1.82045799,12.45922254,5.39159152,2.01211577,0.12246269,1.76356998
ADI-15916,1.89442561,4.49655623,3.23846745,0.1385884,7.85716585,0,0.28261154,4.89221595,1.61178193,0.45827972,2.6794864,2.51681474,4.6174559,3.12889167,12.94382116,3.54828332,3.3479548,0,2.2135015
ADI-15918,1.80280289,3.20785725,2.07042374,0.67312144,7.0917534,0.27549601,0.91688546,3.91020759,2.68684889,0,0.96232303,4.3670142,5.46440437,3.78115268,12.12191273,5.62945536,1.13214153,0.56470046,1.04580503
ADI-15919,1.34943761,3.51170802,1.11224393,0.35896029,8.61176741,0.3983886,1.07496906,5.74214674,1.74110432,0,0.80524268,3.78371919,3.89128615,3.44628899,13.46980072,4.27865293,2.12356168,0,1.61410091
ADI-15920,2.98696369,2.72187769,2.57143762,0.6664387,9.14090804,0.37915154,1.56691368,3.89065696,1.85644063,0,2.62500508,3.71762778,3.36709281,2.35318608,12.21047789,3.92355281,2.43156706,0.75542833,1.3568983
ADI-15921,2.58401542,2.04833335,3.28909914,0.1149929,8.14801937,0,0.47527676,3.8061297,1.00731474,0,0.70416521,4.57308392,5.45498807,3.42387857,11.22821516,6.52977582,2.68932316,1.39634854,2.29375721
ADI-15923,1.20725776,3.20815788,2.06116479,0.39119406,7.78263064,0,2.75529735,3.93846873,2.62256149,0.28961317,2.23925198,3.456342,4.49429396,2.51782154,15.26670946,3.67777141,1.74918257,0.38466824,1.39420854
ADI-15924,0.86235217,2.5581267,2.67265522,1.01854273,8.46981419,0,0.56576458,4.84193083,2.21716568,0,2.20234885,2.96247406,4.2010302,3.22660715,15.28119136,4.41717207,2.44371015,0.12159709,1.68215248
ADI-15925,1.98610584,3.70608921,3.64729239,0.10288184,6.92434044,0,0.69308003,5.08683439,1.53753006,0.63173923,2.41509064,2.44015759,3.82128567,2.83646733,13.02209038,3.96930775,3.59269737,0,2.17679976
ADI-15926,1.07190081,2.95401877,4.178387,0.29625456,7.94473308,0,1.1800021,4.75502876,1.00743635,0,1.36021924,3.16936184,4.35197002,4.06417935,11.30281543,4.36840957,2.53386625,0,1.14801971
ADI-15927,1.26921948,1.73882298,1.9398608,1.14771736,7.84851891,0,0.18751995,4.28242681,1.18361533,0,1.30672009,3.62923947,5.2343734,2.01957158,14.36966464,5.52879345,1.92327113,0,3.75889543
ADI-15928,2.53454958,2.73821249,1.62494238,0,6.63846003,0,0.56947519,5.3403136,2.92804282,0,2.02614451,3.39022826,4.51911627,1.88096356,14.20953808,6.9578898,0.95175044,0.62494778,0.75038332
ADI-15929,2.14599477,2.48683189,2.90634036,0.28395124,8.27134772,0.50924789,1.20807758,5.45027957,1.03687024,0,1.56508361,3.4201889,2.32629114,3.10092063,14.47867458,5.85004212,2.08871037,0.64905616,2.23332813
ADI-15930,1.70216698,3.19872086,1.5794086,0.12898877,6.16169588,1.11463558,1.98566718,4.25433348,1.5569959,0.14975774,1.03872178,4.60793208,4.63965828,2.4774886,14.44305729,4.05707964,2.59974932,0.51539078,1.83594839
ADI-15932,1.1049603,3.41158718,3.40289044,0.45460175,7.70260114,0,0.88314663,2.7955679,1.65385131,1.04199524,1.16885915,3.29367935,3.78929821,3.6773796,12.1331104,4.70328529,1.9310452,0,3.01068384
ADI-15933,1.52193734,2.69352835,2.58350504,0.43460168,7.64624433,0.70584867,0.48549118,4.5436681,1.15131076,0,2.1371668,3.22739254,4.26764558,3.8623156,12.02017307,4.05447772,2.46095948,0.65214281,1.45050461
ADI-15934,3.37166745,2.40389653,3.06028086,0.19119944,10.90271287,0,0.58326059,3.95681728,2.82740579,0,2.20860549,4.27478175,2.72045134,2.64133008,10.60156013,5.77804288,1.99986105,0.19728094,0.90918605
ADI-15935,1.33128941,2.85488857,1.84439068,0,7.44496507,0.3174016,0.32789238,4.17176837,1.55521774,0,1.60322972,4.61881027,5.23099569,3.61322905,11.22215293,5.21675313,2.65439804,0.16296206,3.04491177
ADI-15936,3.35754088,1.59082694,2.83156219,0.25078998,7.83473331,0,0.81631247,4.01980303,3.19642329,0,1.24463686,3.19284795,4.78021703,3.97758007,11.42566595,6.02371783,1.2864313,0,1.9312007
ADI-15938,2.10336285,2.29331382,2.5759709,0.30083618,7.99798976,0,1.52663521,4.23699286,1.22098255,0,0.59963793,4.29708224,5.09828365,2.40109114,13.62492187,6.9483132,2.05834549,0.58981826,1.84450616
ADI-15940,1.65339838,1.77243244,2.180271,0.37629726,8.3231445,0,1.78949014,4.59351571,3.04937072,0.42362526,2.25650077,3.85757588,4.17488182,2.33293334,13.04347475,4.30640996,1.6889456,0,2.10209438
ADI-15941,1.80813698,4.21356728,2.52141135,0,7.64095108,0.1968247,0.67228723,4.70888527,1.36250811,0,2.25083949,2.97269819,5.70308388,2.3509595,11.80392346,4.87683594,2.71411252,0.28255351,3.12395842
ADI-15942,1.52640931,2.71187591,2.52094276,0.95848606,7.16922104,0.17781815,0.86102607,5.51566261,3.34961239,0,1.64437004,4.43638482,2.65865401,2.17004769,14.16543144,5.64455221,0.84434473,0.10163118,0.78625124
ADI-15943,2.98710703,2.30137821,2.60417396,0,6.27426188,1.34727267,0.48735165,4.27711883,1.5527321,0,1.23218516,4.77484205,5.21753451,2.13500778,13.57470911,4.63430629,1.85295424,0.37859604,1.996181
ADI-15946,1.29250105,3.17594344,2.88655851,1.44987697,7.96763842,0.44184166,0.47183182,6.35370147,2.71209251,0,0.96091682,3.33477508,2.80023287,3.14922882,11.02531296,5.65310207,1.26996754,0.67723366,2.3256609
ADI-15947,2.13120624,1.58731388,3.35082585,0,6.80596156,1.03285666,0.62041625,3.67228455,1.87703315,0,1.93784773,4.59213146,5.05727597,3.23328504,12.75170213,4.45835317,2.54002709,0.42488941,1.06872018
ADI-15949,1.9847448,2.84059712,2.44382828,0.75001412,8.71298341,0,1.16152011,4.90330433,1.82133575,0,1.49966109,3.17734343,4.86447687,3.25634962,12.49856478,3.75300582,1.68439658,0.38876423,2.0127913
ADI-15950,2.95654117,0.77476975,2.41968069,0.68153263,7.05797719,0.94413338,0.49721333,3.94881923,1.26427157,0,1.56047883,4.59341991,4.86942407,2.47043449,12.36674818,5.69354387,1.79386923,0.59461969,1.76597131
ADI-15951,1.01454052,3.76047631,1.09360653,0.33162025,8.36861784,0,1.41860393,4.1301179,0.95965905,0,1.71116219,2.90195039,6.35755932,2.71121071,12.33622379,5.33360653,2.38806216,0.54283148,1.34821679
ADI-15952,3.66436784,1.68730443,3.36076349,0.26635836,6.5546359,0.85333347,1.24222389,3.50716565,1.25833833,0.64257933,1.43616908,4.56138346,3.14579616,2.96752867,13.1381741,4.62227039,1.31048973,1.47122833,1.62547031
ADI-15954,1.44633928,3.64945691,3.75759977,0,8.72506907,0,0.87131034,3.76102876,1.86418097,0,0.99549321,3.89609413,4.59122294,2.96662543,10.93842051,5.29763378,2.20058776,0.55185684,2.18960637
